title,url,article_section,summary,date,code,tags,text
                     اسکوچیچ رسما سرمربی تیم ملی فوتبال ایران شد                 ,https://roozno.com/fa/news/412222/اسکوچیچ-رسما-سرمربی-تیم-ملی-فوتبال-ایران-شد,[], ,2020-02-06 13:28:00,                     ,"['تیم ملی فوتبال', 'سرمربی']",
                     آخرین وضعیت ترافیکی معابر منتهی به ورزشگاه آزادی                 ,https://roozno.com/fa/news/412219/آخرین-وضعیت-ترافیکی-معابر-منتهی-به-ورزشگاه-آزادی,[], ,2020-02-06 13:17:00,                     ,"['وضعیت ترافیکی', 'ورزشگاه آزادی']",
                     احتمال ریزش سنگ در جاده چالوس، رانندگان توقف نکنند                 ,https://roozno.com/fa/news/412218/احتمال-ریزش-سنگ-در-جاده-چالوس-رانندگان-توقف-نکنند,[], ,2020-02-06 13:12:00,                     ,"['جاده چالوس', 'ریزش سنگ']",
                     عکس | داریوش ارجمند کنار لیلا زارع در جشنواره فیلم فجر                 ,https://roozno.com/fa/news/412217/عکس-|-داریوش-ارجمند-کنار-لیلا-زارع-در-جشنواره-فیلم-فجر,[], ,2020-02-06 12:54:00,                     ,"['داریوش ارجمند', 'لیلا زارع']",
                     پشت پرده شوم ابتلا به کرونا در کردستان                 ,https://roozno.com/fa/news/412215/پشت-پرده-شوم-ابتلا-به-کرونا-در-کردستان,[], ,2020-02-06 12:50:00,                     ,"['کرونا', 'کردستان']",
                     یک میمون و 9 مار افعی همسایه ملاردی ها بودند / این خطر شناسایی شد + عکس                 ,https://roozno.com/fa/news/412216/یک-میمون-و-9-مار-افعی-همسایه-ملاردی-ها-بودند-این-خطر-شناسایی-شد-عکس,[], ,2020-02-06 12:53:00,                     ,"['یک میمون و 9 مار', 'همسایه']",
                     حفظ منافع مهمی که در لیست سازمان یونسکو است، ضروری است                 ,https://roozno.com/fa/news/412214/حفظ-منافع-مهمی-که-در-لیست-سازمان-یونسکو-است-ضروری-است,[],"همایش استانداران و فرمانداران سراسر کشور با حضور حسن روحانی، رییس جمهور

هرمزگان رئیس جمهور در پاسخ به نامه سازمان منطقه آزاد قشم با موضوع گزارش ""واگذاری زمین در محدوده ژئوپارک و غار نمکدان قشم"" گفت: ""حفظ منافع مهمی که در لیست سازمان یونسکو است، ضروری است. بدون تدبیر و هماهنگ اقدامی صورت نگیرد.""",2020-02-06 12:37:00,                     ,"['سازمان یونسکو', 'رئیس جمهور']",
                     استیضاح ترامپ منتفی شد                 ,https://roozno.com/fa/news/412213/استیضاح-ترامپ-منتفی-شد,[],سنای آمریکا در جلسه‌ای که برای رأی‌گیری در خصوص استیضاح رییس‌جمهور این کشور برگزار کرد، رأی به عدم استیضاح داد و بدین ترتیب دونالد ترامپ از اتهامات وارد شده تبرئه شد و همچنان رییس جمهور آمریکا ماند.,2020-02-06 12:35:00,                     ,"['منتفی', 'استیضاح ترامپ']",
"                     چرایی اهمیت تماس اخیر ""ظریف"" با ""محمود عباس""                 ",https://roozno.com/fa/news/412212/چرایی-اهمیت-تماس-اخیر-ظریف-با-محمود-عباس,[],استاد مطالعات اسرائیل در دانشگاه تهران با بیان این‌که «تماس اخیر ظریف با محمود عباس رییس تشکیلات خودگردان فلسطین، حرکتی مسئولانه و شجاعانه بود»، گفت: این تماس می‌تواند موضع محمود عباس و حکومت فلسطینی را در برابر آمریکا و اسرائیل تقویت کند و به آتش غزه و کرانه باختری و احیای وحدت فلسطینی کمک کند.,2020-02-06 12:33:00,                     ,"['ظریف', 'محمود عباس']",
                     آمریکا به ترکیه پیشنهاد کمک داد/ اردوغان در فکر استقرار سامانه‌های موشکی در مرزهای با سوریه                 ,https://roozno.com/fa/news/412211/آمریکا-به-ترکیه-پیشنهاد-کمک-داد-اردوغان-در-فکر-استقرار-سامانه‌های-موشکی-در-مرزهای-با-سوریه,[],در حالی که نماینده آمریکا در امور سوریه به ترکیه در تقابل با نظام سوریه پیشنهاد کمک داده رجب طیب اردوغان اعلام کرده قصد دارد سامانه موشکی در مرزهای سوریه و ترکیه مستقر کند.,2020-02-06 12:27:00,                     ,"['آمریکا', 'ترکیه']",
                     ایران چگونه از بیت کوین برای دور زدن تحریم‌های ترامپ استفاده می‌کند / درآمد ۸.۵ میلیارد دلاری ایران که امکان گیر افتادن آن در تور تحریم‌های بانکی وجود ندارد                 ,https://roozno.com/fa/news/412210/ایران-چگونه-از-بیت-کوین-برای-دور-زدن-تحریم‌های-ترامپ-استفاده-می‌کند-درآمد-۸۵-میلیارد-دلاری-ایران-که-امکان-گیر-افتادن-آن-در-تور-تحریم‌های-بانکی-وجود-ندارد,[],هیچ راهی برای گیر افتادن بیت کوین و ارز‌های رمزنگاری دیگر در تور تحریم‌های بانکی که اقتصاد ایران را تهدید می‌کنند، وجود ندارد. نرخ بسیار پایین برق در ایران باعث شده که امکان استخراج، ذخیره و رمزگذاری ارز‌ها به وسیله رایانه‌های مخصوص فراهم باشد. در بیشتر کشورها، هزینه برق مورد نیاز برای تغذیه رایانه‌هایی که به وسیله آن‌ها بیت کوین استخراج می‌شود از ارزش بیت کوین استخراج شده خیلی بیشتر تمام می‌شود، اما طبق گفته روزنامه تایمز، ایران یکی از پایین‌ترین قیمت‌های برق در جهان را دارد.,2020-02-06 12:24:00,                     ,"['تحریم های ترامپ', 'بیت کوین']",
                     پست اینستاگرامی قلعه‌نویی؛ برای هدایت تیم ملی قانع نشدم                 ,https://roozno.com/fa/news/412208/پست-اینستاگرامی-قلعه‌نویی-برای-هدایت-تیم-ملی-قانع-نشدم,[], ,2020-02-06 12:16:00,                     ,"['قلعه نویی', 'پست اینستاگرامی']",
                     رئیس جامعه المصطفی: حاضرم سوگند بخورم سطح زندگی بیش از ۷۰ درصد مردم اروپا پایین تر از مردم ایران است                 ,https://roozno.com/fa/news/412209/رئیس-جامعه-المصطفی-حاضرم-سوگند-بخورم-سطح-زندگی-بیش-از-۷۰-درصد-مردم-اروپا-پایین-تر-از-مردم-ایران-است,[],حجت الاسلام عباسی گفت: بنده در گذشته و در حال حاضر مسئول بخش اروپای المصطفی بوده و هستم و حاضرم سوگند بخورم که ۷۰ تا ۸۰ درصد مردم اروپا سطح زندگی پایین تری از مردم ایران دارند؛ رسانه، دنیا را به نحو دیگر ترسیم کرده است و نمی دانیم در آن کشورها چه خبر است.,2020-02-06 12:22:00,                     ,"['مردم اروپا', 'مردم ایران']",
                     قیمت ۴۷ ارز بین بانکی؛ نرخ ۱۷ ارز کاهش یافت                 ,https://roozno.com/fa/news/412206/قیمت-۴۷-ارز-بین-بانکی-نرخ-۱۷-ارز-کاهش-یافت,[], ,2020-02-06 12:12:00,                     ,"['ارز', 'قیمت']",
                     تصویری از رختکن استقلال و لباس‌هایی با طرح جدید!                 ,https://roozno.com/fa/news/412207/تصویری-از-رختکن-استقلال-و-لباس‌هایی-با-طرح-جدید,[], ,2020-02-06 12:14:00,                     ,"['رختکن استقلال', 'لباس']",
                     آزادی با سکوهای خالی به استقبال دربی می‌رود؟/عکس                 ,https://roozno.com/fa/news/412205/آزادی-با-سکوهای-خالی-به-استقبال-دربی-می‌رودعکس,[], ,2020-02-06 12:10:00,                     ,"['دربی', 'سکوهای خالی']",
                     پرداخت یارانه‌ها کم می‌شود؟                 ,https://roozno.com/fa/news/412204/پرداخت-یارانه‌ها-کم-می‌شود,[], ,2020-02-06 12:08:00,                     ,"['یارانه ها', 'پرداخت']",
                     جوکر استقلالی شد/عکس                 ,https://roozno.com/fa/news/412203/جوکر-استقلالی-شدعکس,[], ,2020-02-06 12:03:00,                     ,"['استقلالی', 'جوکر']",
                     بلیت‌های طبقه پایین آزادی تمام شد                 ,https://roozno.com/fa/news/412202/بلیت‌های-طبقه-پایین-آزادی-تمام-شد,[], ,2020-02-06 12:02:00,                     ,"['بلیت', 'آزادی']",
                     جزییات غیرفعال شدن رمز دوم ایستا از امروز                 ,https://roozno.com/fa/news/412201/جزییات-غیرفعال-شدن-رمز-دوم-ایستا-از-امروز,[], ,2020-02-06 12:01:00,                     ,"['رمز دوم', 'غیرفعال شدن']",
                     «خوب بد جلف ۳» ساخته می‌شود                 ,https://roozno.com/fa/news/412200/خوب-بد-جلف-۳-ساخته-می‌شود,[], ,2020-02-06 11:27:00,                     ,"['ساخته', 'خوب بد جلف 3']",
                     بی بلیت‌ها جایی در ورزشگاه ندارند                 ,https://roozno.com/fa/news/412199/بی-بلیت‌ها-جایی-در-ورزشگاه-ندارند,[], ,2020-02-06 11:26:00,                     ,"['بی بلیت ها', 'ورزشگاه']",
                     خاطره تلخی که پرسپولیسی‌ها از گلزن جدید استقلال دارند                 ,https://roozno.com/fa/news/412198/خاطره-تلخی-که-پرسپولیسی‌ها-از-گلزن-جدید-استقلال-دارند,[], ,2020-02-06 11:23:00,                     ,"['پرسپولیسی ها', 'خاطره تلخ']",
                     کاهش ۸ تا ۱۵ درجه‌ای دما در بیشتر مناطق کشور از یکشنبه آینده                 ,https://roozno.com/fa/news/412197/کاهش-۸-تا-۱۵-درجه‌ای-دما-در-بیشتر-مناطق-کشور-از-یکشنبه-آینده,[], ,2020-02-06 11:20:00,                     ,"['یکشنبه آینده', 'کاهش دما']",
                     مامور پلیس زابلی همسرش را با تبر تکه تکه کرد!                 ,https://roozno.com/fa/news/412196/مامور-پلیس-زابلی-همسرش-را-با-تبر-تکه-تکه-کرد,[], ,2020-02-06 11:09:00,                     ,"['مامور پلیس', 'تبر']",
                     قتل نوعروس تهرانی 20 روز قبل از جشن / داماد جنت آباد اعتراف تلخی کرد                 ,https://roozno.com/fa/news/412195/قتل-نوعروس-تهرانی-20-روز-قبل-از-جشن-داماد-جنت-آباد-اعتراف-تلخی-کرد,[], ,2020-02-06 11:08:00,                     ,"['قتل نوعروس', 'اعتراف تلخ']",
